번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",kapt도로명주소,주소(시도)k-apt주소split,주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-전화번호,k-팩스번호,단지소개기존clob,단지첨부파일,k-세대타입(분양형태),k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-홈페이지,k-등록일자,k-수정일자,고용보험관리번호,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,기타/의무/임대/임의=1/2/3/4,단지승인일,사용허가여부,관리비 업로드,좌표X,좌표Y,단지신청일,LNNO_ADRES,SCHUL_ADRES,TOTL_NWSTD_CNT,SCHUL_DIST,SCHUL_CROSS,초품아
2000,A13178101,신내데시앙,아파트,서울특별시 중랑구 용마산로 669,서울,중랑구,신내동,317,용마산로,669,0234220013,0234220016,,,기타,위탁관리,혼합식,지역난방,15.0,1326,태영건설,SH공사,2010-01-08 00:00:00.0,169682.0,101199.0,130624.0,714.0,393.0,219.0,,,,2026-02-09 04:31:20.0,613-03-39825-1,위탁,종합계약,위탁,0.0,1525.0,의무,2019-01-11 15:18:28.0,Y,N,127.0994663,37.6109282,2013-03-07 09:46:59.0,서울특별시 중랑구 신내동 317,서울특별시 중랑구 신내동 444,65.0,,,N
2001,A13070301,래미안허브리츠,아파트,서울특별시 동대문구 정릉천동로 36,서울,동대문구,용두동,792번지,정릉천동로,36,029635803,029635804,,,분양,위탁관리,기타,개별난방,10.0,844,삼성물산,용두1구역 주택재개발사업,2011-04-28 00:00:00.0,148466.0,71612.0,94324.0,232.0,422.0,190.0,,apt.uasis.com/hubritz,,2026-02-09 04:22:08.0,204-80-13225,위탁,단일계약,위탁,7115.9,1208.0,의무,2011-04-28 00:00:00.0,Y,N,127.035661,37.5755,2013-03-07 09:46:59.0,서울특별시 동대문구 용두동 792 래미안,,,,,N
2002,A41279915,은평뉴타운우물골8단지,아파트,서울특별시 은평구 진관2로 111-7,서울,은평구,진관동,88번지,진관2로,111-7,023531572,023531573,,,분양,위탁관리,계단식,지역난방,14.0,448,금호건설,SH공사,2009-12-23 00:00:00.0,74149.0,44908.0,45228.0,0.0,265.0,178.0,,womul8.com,,2026-02-09 05:02:00.0,90700279241,위탁,단일계약,위탁,8423.77,662.0,의무,2013-05-23 14:56:44.0,Y,N,126.9315448,37.6366325,2013-03-07 09:46:59.0,서울특별시 은평구 진관동 88,서울특별시 은평구 진관동 108,97.0,,,N
2003,A41279916,은평뉴타운우물골5단지,아파트,서울특별시 은평구 진관2로 77,서울,은평구,진관동,83번지 은평뉴타운우물골 제2관리사무소,진관2로,77,023531548,023531549,,,기타,위탁관리,혼합식,지역난방,5.0,387,"두산건설,포스코 건설",SH,2009-12-23 00:00:00.0,57209.0,27987.0,38944.0,199.0,175.0,13.0,,우물골제2관리소.apti.co.kr,,2026-02-09 05:02:03.0,90700279241,위탁,종합계약,위탁,0.0,461.0,의무,2013-06-23 10:44:17.0,Y,N,126.9276171,37.6345812,2013-03-07 09:46:59.0,서울특별시 은평구 진관동 83,서울특별시 은평구 진관동 108,97.0,,,N
2004,A41279917,은평뉴타운우물골6단지,주상복합,서울특별시 은평구 진관2로 57-7,서울,은평구,진관동,관리사무소(254동),진관2로,57-7,023531675,023531676,,,분양,위탁관리,계단식,지역난방,11.0,353,SH,두산,2009-12-23 00:00:00.0,57802.0,35066.0,35066.0,0.0,214.0,114.0,,,,2026-02-09 05:02:06.0,90700279241,직영,종합계약,직영,0.0,519.0,의무,2018-07-25 13:17:35.0,Y,N,126.924494,37.6354766,2013-03-07 09:46:59.0,서울특별시 은평구 진관동 81 은평뉴타운,,,,,N
2005,A41279918,은평뉴타운우물골7단지,아파트,서울특별시 은평구 진관2로 57-37,서울,은평구,진관동,은평뉴타운 우물골7단지 관리사무소,진관2로,57-37,023531651,023531652,,FILE_000000000028617,분양,위탁관리,계단식,지역난방,22.0,472,두산건설,sh공사,2010-01-15 00:00:00.0,92202.0,55984.0,68639.0,0.0,105.0,293.0,,,,2026-02-09 05:02:08.0,910201473811,위탁,종합계약,위탁,14325.28,855.0,의무,2017-11-03 14:27:55.0,Y,N,126.928169,37.6371052,2013-03-07 09:46:59.0,서울특별시 은평구 진관동 84,서울특별시 은평구 진관동 108,97.0,,,N
2006,A15096001,신길자이,아파트,서울특별시 영등포구 가마산로79길 19,서울,영등포구,신길동,,가마산로79길,19,028310924,028310926,175.0,,분양,위탁관리,계단식,개별난방,4.0,198,GS건설,신길동제5구역재개발주택조합,2011-06-30 00:00:00.0,21074.0,16004.0,21074.0,76.0,86.0,36.0,,,,2026-02-09 05:50:20.0,910-00-73523-1,위탁,종합계약,위탁,1803.14,226.0,의무,2013-06-23 11:47:46.0,Y,N,126.9165908,37.506462,2013-03-07 09:46:59.0,서울특별시 영등포구 신길동 4938,서울특별시 영등포구 신길동 121,119.0,,,N
2008,A15873902,양천중앙하이츠,아파트,서울특별시 양천구 목동남로2길 60-7,서울,양천구,신정동,1314번지,목동남로2길,60-7,0226475937,0226475938,,,분양,위탁관리,계단식,개별난방,4.0,241,(주)중앙건설,GB 컨설턴트,2010-02-02 00:00:00.0,55935.0,31572.0,38130.0,0.0,0.0,171.0,,,,2026-02-09 05:15:48.0,910-00-21022-1,위탁,종합계약,위탁,0.0,486.0,의무,2017-04-04 15:01:13.0,Y,N,126.8643152,37.5054476,2013-03-07 09:46:59.0,서울특별시 양천구 신정동 1314,서울특별시 양천구 신정동 276-2,24.0,,,N
2009,A15722007,방화삼성꽃마을,아파트,서울특별시 강서구 양천로18길 27,서울,강서구,방화동,858,양천로18길,27,0226659617,0226659611,,,분양,위탁관리,계단식,개별난방,3.0,206,삼성,삼성중공업,1997-10-06 00:00:00.0,19094.0,15080.0,19094.0,87.0,119.0,0.0,,,,2026-02-09 05:30:03.0,109-80-07807-0,위탁,,위탁,0.0,0.0,의무,2013-06-23 10:44:06.0,Y,N,126.8134094,37.5723918,2013-03-07 09:46:59.0,서울특별시 강서구 방화동 858,서울특별시 강서구 마곡동 731-229,142.0,,,N
2010,A12115001,한강밤섬자이아파트,아파트,서울특별시 마포구 토정로 158,서울,마포구,하중동,101번지,토정로,158,0263269660,0263269977,,,분양,위탁관리,계단식,지역난방,7.0,488,지에스건설주식회사,서강주택재건축정비사업조합,2010-02-26 00:00:00.0,120366.0,64926.0,79643.0,0.0,75.0,184.0,,https://한강밤섬자이.apti.co.kr,,2026-02-09 05:11:27.0,91000348331,기타,종합계약,기타,4448.0,994.0,의무,2013-06-23 15:22:57.0,Y,N,126.9281273,37.5448541,2013-03-07 09:47:00.0,서울특별시 마포구 하중동 101,서울특별시 마포구 상수동 1-1,164.0,,,N
2011,A15671801,상도두산위브,아파트,서울특별시 동작구 상도로30길 39,서울,동작구,상도동,,상도로30길,39,028130041,028130042,,,분양,위탁관리,계단식,개별난방,4.0,190,두산중공업(주),아이앤디개발(주),2010-03-15 00:00:00.0,31703.0,16468.0,16468.0,0.0,180.0,10.0,,없음,,2026-02-09 05:53:10.0,,위탁,종합계약,위탁,3216.11,250.0,의무,2013-06-23 11:08:44.0,Y,N,126.9438666,37.5048087,2013-03-07 09:47:00.0,서울특별시 동작구 상도동 529,서울특별시 동작구 상도동 204-333,172.0,,,N
2012,A15072201,당산반도유보라,아파트,서울특별시 영등포구 국회대로 597,서울,영등포구,당산동4가,96번지 당산반도유보라팰리스아파트관리소,국회대로,597,0226352431,0226352432,,,분양,위탁관리,계단식,개별난방,6.0,299,반도건설,반도건설,2010-02-19 00:00:00.0,68708.0,37535.0,46680.0,0.0,69.0,148.0,,유보라팰리스.apti.co.kr,,2026-02-09 05:45:52.0,20100301,위탁,단일계약,위탁,0.0,612.0,의무,2016-05-18 15:01:04.0,Y,N,126.9013023,37.5273128,2013-03-07 09:47:00.0,서울특별시 영등포구 당산동4가 96 당산동,,,,,N
2013,A13613009,꿈의숲푸르지오,아파트,서울특별시 성북구 오패산로16가길 40,서울,성북구,하월곡동,228번지,오패산로16가길,40,029429980,029429981,,,분양,위탁관리,계단식,개별난방,15.0,714,(주)대우건설,월곡제1구역 주택재개발정비조합,2010-04-29 00:00:00.0,96816.0,49702.0,64481.0,490.0,174.0,50.0,,꿈의숲푸르지오.apti.co.kr,,2026-02-09 04:37:49.0,,위탁,단일계약,위탁,64480.98,736.0,의무,2015-09-18 17:57:40.0,Y,N,127.0390029,37.6107743,2013-03-07 09:47:00.0,서울특별시 성북구 하월곡동 228 꿈의숲,,,,,Y
2014,A13377901,행당두산위브아파트,아파트,서울특별시 성동구 행당로8길 8,서울,성동구,행당동,375,행당로8길,8,0222988872,0222988871,2.0,,분양,위탁관리,계단식,개별난방,6.0,351,(주)두산건설,행당제4구역 주택재개발조합,2009-12-03 00:00:00.0,50182.0,26006.0,29042.0,181.0,141.0,29.0,,행당두산위브.apti.co.kr,,2026-02-09 04:14:21.0,91000105701,위탁,단일계약,위탁,,388.0,의무,2013-06-20 17:35:34.0,Y,N,127.0309513,37.5572723,2013-03-07 09:47:00.0,서울특별시 성동구 행당동 375,서울특별시 성동구 행당동 320-60,77.0,,,N
2015,A15776001,염창강변월드메르디앙,아파트,서울특별시 강서구 양천로63길 51,서울,강서구,염창동,,양천로63길,51,0226580874,0226580875,,,분양,자치관리,계단식,개별난방,3.0,164,월드건설산업(주),월드건설산업(주),2010-03-30 00:00:00.0,30268.0,15071.0,14806.0,0.0,126.0,38.0,,riverworld aptgate.co.kr,,2026-02-09 05:22:00.0,91202441101,직영,단일계약,직영,2115.47,231.0,의무,2013-06-23 10:44:52.0,Y,N,126.8654272,37.5577389,2013-03-07 09:47:00.0,서울특별시 강서구 염창동 240-1,서울특별시 강서구 염창동 79,97.0,,,N
2016,A13707016,서초교대e편한세상,아파트,서울특별시 서초구 서초중앙로24길 33,서울,서초구,서초동,1686-9,서초중앙로24길,33,025341965,025341974,,,기타,자치관리,계단식,지역난방,6.0,435,대림산업 (주),금호아파트재건축조합,2010-05-06 00:00:00.0,85723.0,41190.0,54087.0,90.0,177.0,120.0,,211.38.138.217,,2026-02-09 06:09:50.0,91000363271,직영,종합계약,위탁,3836.91,763.0,의무,2017-04-10 17:38:24.0,Y,N,127.0166404,37.4964455,2013-03-07 09:47:00.0,서울특별시 서초구 서초동 1686-9,서울특별시 서초구 서초동 1685-1,169.0,,,N
2016,A13707016,서초교대e편한세상,아파트,서울특별시 서초구 서초중앙로24길 33,서울,서초구,서초동,1686-9,서초중앙로24길,33,025341965,025341974,,,기타,자치관리,계단식,지역난방,6.0,435,대림산업 (주),금호아파트재건축조합,2010-05-06 00:00:00.0,85723.0,41190.0,54087.0,90.0,177.0,120.0,,211.38.138.217,,2026-02-09 06:09:50.0,91000363271,직영,종합계약,위탁,3836.91,763.0,의무,2017-04-10 17:38:24.0,Y,N,127.0166404,37.4964455,2013-03-07 09:47:00.0,서울특별시 서초구 서초동 1686-9,서울특별시 서초구 서초동 1310-6,118.0,,,N
2017,A15679106,흑석해가든,주상복합,서울특별시 동작구 서달로 150,서울,동작구,흑석동,332번지,서달로,150,028254400,028254401,,,분양,위탁관리,혼합식,개별난방,1.0,154,이랜드건설(주),흑석시장재개발정비사업조합,2010-12-29 00:00:00.0,20044.0,15252.0,20044.0,0.0,62.0,92.0,,,,2026-02-09 05:54:27.0,,위탁,단일계약,위탁,2557.5,239.0,의무,2016-02-04 10:30:48.0,Y,N,126.9621949,37.5066777,2013-03-07 09:47:00.0,서울특별시 동작구 흑석동 332,서울특별시 동작구 흑석동 245-1,123.0,,,N
2018,A12179502,DMC상암센트럴파크1단지,아파트,서울특별시 마포구 월드컵북로43길 11,서울,마포구,상암동,1630번지,월드컵북로43길,11,023072365,023072360,,,분양,자치관리,계단식,지역난방,5.0,213,양우건설,LH공사,2009-06-22 00:00:00.0,30321.0,18666.0,23879.0,0.0,193.0,20.0,,sahapt.kr,,2026-02-09 05:13:29.0,105-80-06941-0,직영,종합계약,직영,2436.0,256.0,의무,2013-06-23 15:20:36.0,Y,N,126.8968328,37.5740878,2013-03-07 09:47:00.0,서울특별시 마포구 상암동 1630,서울특별시 마포구 상암동 1635,54.0,,,N
2019,A14272308,래미안트리베라2차,아파트,서울특별시 강북구 삼양로27길 19,서울,강북구,미아동,812,삼양로27길,19,029461850,029461849,,,기타,위탁관리,계단식,개별난방,22.0,1330,삼성물산,미아12지구재건축조합,2010-05-28 00:00:00.0,193337.0,98410.0,129205.0,604.0,534.0,192.0,,,,2026-02-09 04:39:42.0,91000672761,위탁,단일계약,위탁,0.0,1565.0,의무,2013-05-29 15:59:02.0,Y,N,127.0204597,37.6175436,2013-03-07 09:47:01.0,서울특별시 강북구 미아동 812,서울특별시 강북구 미아동 438,57.0,,,N
2020,A10086801,황학아크로타워,주상복합,서울특별시 중구 퇴계로 447,서울,중구,황학동,2523,퇴계로,447,0222343581,0222343582,,,분양,위탁관리,계단식,개별난방,3.0,263,대림산업,즐거운나라,2010-03-31 00:00:00.0,55193.0,28080.0,28032.0,0.0,106.0,142.0,,,,2026-02-09 04:07:54.0,,위탁,종합계약,위탁,0.0,495.0,의무,2016-11-30 00:00:00.0,Y,N,127.0214788,37.5664017,2013-03-07 09:47:01.0,서울특별시 중구 황학동 2523 황학,,,,,N
2021,A14272309,래미안트리베라1차,아파트,서울특별시 강북구 삼양로19길 25,서울,강북구,미아동,,삼양로19길,25,029461858,029461860,5.0,,기타,위탁관리,혼합식,개별난방,24.0,1247,삼성물산(주),미아뉴타운 제6구역조합,2010-05-28 00:00:00.0,201928.0,95086.0,127144.0,518.0,538.0,191.0,,apt.uasis.com/trivera1,,2026-02-09 04:39:45.0,91000660321,위탁,단일계약,위탁,0.0,0.0,의무,2013-06-20 17:35:17.0,Y,N,127.0212663,37.6134883,2013-03-07 09:47:01.0,서울특별시 강북구 미아동 813,서울특별시 강북구 미아동 438,57.0,,,Y
2022,A12179002,신공덕삼성임대,주상복합,서울특별시 마포구 백범로37길 6,서울,마포구,신공덕동,157,백범로37길,6,027038120,027038121,,,임대,위탁관리,복도식,개별난방,2.0,376,삼성,에스에이치공사,2000-08-14 00:00:00.0,27228.0,12322.0,18645.0,376.0,0.0,0.0,,www.i-sh.co.kr,,2026-02-09 05:08:42.0,909-01-19394-1,위탁,단일계약,위탁,0.0,264.0,임대,2013-06-23 15:20:31.0,Y,N,126.9560689,37.5422845,2013-03-07 09:47:01.0,서울특별시 마포구 신공덕동 157,,,,,N
2023,A12170602,공덕2삼성임대,아파트,서울특별시 마포구 마포대로20길 26,서울,마포구,공덕동,38,마포대로20길,26,027196430,027196431,,,임대,위탁관리,복도식,개별난방,1.0,199,삼성물산,에스에이치공사,2004-06-29 00:00:00.0,14246.0,6712.0,9868.0,199.0,0.0,0.0,,www.i-sh.co.kr,,2026-02-09 05:08:20.0,,위탁,단일계약,위탁,0.0,157.0,임대,2013-06-23 15:20:23.0,Y,N,126.9595592,37.5509157,2013-03-07 09:47:01.0,서울특별시 마포구 공덕동 43,서울특별시 마포구 아현동 386-1,56.0,,,N
2024,A12177802,창전삼성임대,아파트,서울특별시 마포구 서강로 95,서울,마포구,창전동,437-1,서강로,95,0231428913,0231432289,,,임대,위탁관리,복도식,개별난방,2.0,311,삼성물산,에스에이치공사,1998-06-24 00:00:00.0,17121.0,10188.0,15421.0,311.0,0.0,0.0,,www.i-sh.co.kr,,2026-02-09 05:11:11.0,909-01-19397-1,위탁,단일계약,위탁,0.0,90.0,의무,2013-06-23 15:20:18.0,Y,N,126.9281799,37.5500345,2013-03-07 09:47:01.0,서울특별시 마포구 창전동 437,서울특별시 마포구 상수동 1-1,164.0,,,N
2025,A12076601,북가좌삼호제2,아파트,서울특별시 서대문구 거북골로 154,서울,서대문구,북가좌동,449-1,거북골로,154,023023751,023023752,,,임대,위탁관리,복도식,개별난방,1.0,267,대림건설,Sh공사,1996-02-16 00:00:00.0,14253.0,8411.0,14252.0,267.0,0.0,0.0,,www.i-sh.co.kr/happy/intro.do,,2026-02-09 05:06:33.0,0000,위탁,단일계약,위탁,0.0,0.0,임대,2014-02-11 13:06:58.0,Y,N,126.9121106,37.5768267,2013-03-07 09:47:01.0,서울특별시 서대문구 북가좌동 449,서울특별시 서대문구 북가좌동 376-17,98.0,,,N
2026,A15072001,당산쌍용예가클래식,아파트,서울특별시 영등포구 당산로31길 32,서울,영등포구,당산동3가,559,당산로31길,32,0236674875,0236674876,100.0,FILE_000000000525770,분양,위탁관리,계단식,개별난방,3.0,284,쌍용건설,평화아파트리모델링조택조합,2010-07-08 00:00:00.0,42785.0,24155.0,31874.0,12.0,108.0,164.0,,openapt.seoul.go.kr/wooriapt/wooriaptFrameset.do?aptCode=A15072001,,2026-02-09 05:45:26.0,91100464151,위탁,종합계약,위탁,3552.04,285.0,의무,2010-07-08 00:00:00.0,Y,N,126.8936328,37.5276902,2013-03-07 09:47:01.0,서울특별시 영등포구 당산동3가 559,서울특별시 영등포구 양평동3가 42,98.0,,,N
2028,A14070301,리첸시아용산,주상복합,서울특별시 용산구 백범로 341,서울,용산구,원효로1가,133-3 리첸시아용산,백범로,341,027013083,027013085,,,분양,위탁관리,혼합식,기타,3.0,260,금호건설,시디에스피에프브이원㈜,2010-04-29 00:00:00.0,56588.0,29648.0,56588.0,0.0,68.0,144.0,,richy.apti.co.kr,,2026-02-09 04:08:48.0,909-00-12273-1,위탁,,위탁,0.0,0.0,의무,2013-06-23 12:26:04.0,Y,N,126.967643,37.5383221,2013-03-07 09:47:01.0,서울특별시 용산구 원효로1가 133-3 리첸시아,,,,,N
2029,A13508011,래미안그레이튼,아파트,서울특별시 강남구 도곡로43길 21,서울,강남구,역삼동,762-3,도곡로43길,21,025582981,025582973,,,기타,위탁관리,계단식,지역난방,5.0,464,삼성건설,삼성건설,2010-06-04 00:00:00.0,77894.0,42335.0,55307.0,94.0,188.0,182.0,,,,2026-02-09 06:12:37.0,91000705551,위탁,종합계약,위탁,0.0,626.0,의무,2013-06-23 14:27:38.0,Y,N,127.0472661,37.4951609,2013-03-07 09:47:02.0,서울특별시 강남구 역삼동 762-3,서울특별시 강남구 대치동 924-10,81.0,,,N
2030,A12072802,남가좌현대제2,아파트,서울특별시 서대문구 가재울로 45,서울,서대문구,남가좌동,376,가재울로,45,023073217,023073218,,,임대,위탁관리,복도식,개별난방,1.0,330,현대사업개발,현대사업개발,1999-05-27 00:00:00.0,22115.0,10811.0,18087.0,330.0,0.0,0.0,,happy.i-sh.co.kr,,2026-02-09 05:07:25.0,000-00-00000,위탁,종합계약,위탁,1183.21,115.0,임대,2013-11-21 15:57:50.0,Y,N,126.920496,37.5747183,2013-03-07 09:47:02.0,서울특별시 서대문구 남가좌동 376,서울특별시 서대문구 남가좌동 385-1,233.0,,,N
2031,A15883202,양천롯데캐슬,아파트,서울특별시 양천구 오목로5길 19,서울,양천구,신월동,양천롯데캐슬,오목로5길,19,0226992285,0226992286,452.0,FILE_000000000001805,기타,위탁관리,계단식,개별난방,5.0,317,롯데건설,롯데건설,2010-10-14 00:00:00.0,48822.0,23438.0,31587.0,82.0,235.0,0.0,,,,2026-02-09 05:20:34.0,91000948661,위탁,단일계약,위탁,3997.5,330.0,의무,2019-04-11 14:52:39.0,Y,N,126.8400971,37.5233264,2013-03-07 09:47:02.0,서울특별시 양천구 신월동 1057 양천,,,,,N
2032,A13771601,방배서리풀e편한세상,아파트,서울특별시 서초구 효령로33길 50,서울,서초구,방배동,방배 서리풀 e-편한세상,효령로33길,50,025210709,025210719,,,분양,위탁관리,혼합식,개별난방,9.0,496,대림산업(주),방배서리풀 재건축조합,2010-02-03 00:00:00.0,99415.0,48432.0,48432.0,101.0,215.0,110.0,,방배서리풀.한국/,,2026-02-09 06:03:14.0,91000407731,위탁,종합계약,위탁,7357.34,937.0,의무,2015-02-05 10:12:19.0,Y,N,126.9983266,37.4839116,2013-03-07 09:47:02.0,서울특별시 서초구 방배동 906-13,서울특별시 서초구 방배동 167-4,145.0,,,N
2033,A41279920,은평뉴타운구파발9단지제2,아파트,서울특별시 은평구 진관3로 77,서울,은평구,진관동,25,진관3로,77,023520426,023520427,,,분양,위탁관리,계단식,지역난방,13.0,486,삼성건설,sh공사,2010-07-09 00:00:00.0,91210.0,54121.0,66533.0,0.0,190.0,220.0,,,,2026-02-09 05:02:11.0,907-00-68720-1,위탁,,위탁,0.0,811.0,의무,2013-06-23 10:45:02.0,Y,N,126.9238442,37.6438336,2013-03-07 09:47:02.0,서울특별시 은평구 진관동 25 은평뉴타운,,,,,N
2034,A12179503,상암월드컵파크11단지,아파트,서울특별시 마포구 월드컵북로 502-37,서울,마포구,상암동,1741,월드컵북로,502-37,023025930,023025932,,,기타,위탁관리,혼합식,지역난방,9.0,588,sh공사,한신,2010-06-23 00:00:00.0,77248.0,40524.0,54962.0,384.0,126.0,78.0,,,,2026-02-09 05:13:33.0,91000797341,위탁,단일계약,위탁,5393.13,658.0,임의,2013-06-23 15:20:13.0,Y,N,126.882139,37.587704,2013-03-07 09:47:02.0,서울특별시 마포구 상암동 1741,서울특별시 마포구 상암동 1737,40.0,,,N
2035,A41279921,은평뉴타운구파발9단지1관리,아파트,서울특별시 은평구 진관3로 67,서울,은평구,진관동,22,진관3로,67,023534311,023534313,,,임대,위탁관리,혼합식,지역난방,15.0,1022,삼성물산,sh공사,2010-07-09 00:00:00.0,135180.0,77068.0,98172.0,283.0,739.0,0.0,,,,2026-02-08 05:05:12.0,91001074671,위탁,단일계약,위탁,0.0,1186.0,임대,2014-05-21 10:56:51.0,Y,N,126.9192866,37.6381577,2013-03-07 09:47:02.0,서울특별시 은평구 진관동 22 은평뉴타운,,,,,N
2037,A14074101,효창파크푸르지오,아파트,서울특별시 용산구 백범로 260,서울,용산구,효창동,,백범로,260,027010548,027010549,463.0,,분양,위탁관리,계단식,개별난방,7.0,307,대우건설(주),효창제3구역 재개발조합,2010-08-31 00:00:00.0,46942.0,24239.0,31258.0,123.0,138.0,46.0,,"hcprugio,apti.co.kr",,2026-02-09 04:09:28.0,,위탁,단일계약,위탁,2492.56,342.0,의무,2013-06-20 11:38:54.0,Y,N,126.9575243,37.5403072,2013-03-07 09:47:02.0,서울특별시 용산구 효창동 274 효창파크,,,,,N
2038,A13388001,청계벽산아파트제2관리사무소,아파트,서울특별시 성동구 무학로 50,서울,성동구,하왕십리동,청계벽산아파트,무학로,50,0222913553,0222913531,2.0,,임대,위탁관리,복도식,개별난방,2.0,510,청계벽산,청계벽산,1996-06-07 00:00:00.0,20599.0,13719.0,20599.0,510.0,0.0,0.0,,13388001,,2026-02-09 04:13:22.0,915-08-38360-1,위탁,단일계약,위탁,1580.8,132.0,임대,2015-10-23 09:48:35.0,Y,N,127.0311734,37.5694004,2013-03-07 09:47:02.0,서울특별시 성동구 하왕십리동 258,서울특별시 성동구 마장동 556,22.0,,,N
2039,A15278301,오류동부골든SH임대,아파트,서울특별시 구로구 고척로 49,서울,구로구,오류동,338,고척로,49,0226145688,0226145880,,,임대,위탁관리,복도식,개별난방,1.0,304,동부건설,SH공사,1997-09-05 00:00:00.0,17508.0,10320.0,17507.0,304.0,0.0,0.0,,www.i-sh.co.kr/,,2026-02-09 05:38:36.0,1998-0989966,위탁,단일계약,위탁,0.0,75.0,임대,1997-09-05 00:00:00.0,Y,N,126.8397859,37.4991205,2013-03-07 09:47:02.0,서울특별시 구로구 오류동 338,서울특별시 구로구 오류동 20-1,101.0,,,N
2040,A13995602,월계사슴1단지,아파트,서울특별시 노원구 월계로 372,서울,노원구,월계동,321번지,월계로,372,029788060,029788062,,,임대,위탁관리,복도식,지역난방,8.0,1372,삼익건설,sh공사,1995-06-12 00:00:00.0,58984.0,37535.0,56642.0,1372.0,0.0,0.0,,http://www.i-sh.co.kr/happy/intro.do,,2026-02-09 04:47:40.0,21780017820,위탁,단일계약,위탁,0.0,0.0,임대,2013-06-23 12:26:08.0,Y,N,127.0605132,37.6300507,2013-03-07 09:47:02.0,서울특별시 노원구 월계동 321,서울특별시 노원구 월계동 322-2,26.0,,,N
2041,A13377302,금호베스트빌아파트 제2관리사무소,아파트,서울특별시 성동구 난계로 114-31,서울,성동구,하왕십리동,1053번지,난계로,114-31,0222913567,0222913568,,,임대,위탁관리,복도식,개별난방,1.0,274,금호건설,서울시,2001-10-05 00:00:00.0,17358.0,8976.0,17161.0,274.0,0.0,0.0,,happy.i-sh.co.kr/main.do?deptid=70172,,2026-02-08 04:13:20.0,206-82-61260,직영,단일계약,위탁,0.0,0.0,임대,2013-11-28 16:49:26.0,Y,N,127.0257287,37.561962,2013-03-07 09:47:02.0,서울특별시 성동구 하왕십리동 1052 금호,,,,,N
2042,A13377902,행당대림제2,아파트,서울특별시 성동구 행당로 79,서울,성동구,행당동,SH행당대림아파트,행당로,79,0222950501,0222950515,,,임대,위탁관리,복도식,개별난방,4.0,1005,대림산업,sh공사,2000-12-30 00:00:00.0,56552.0,32924.0,55164.0,1005.0,0.0,0.0,,,,2026-02-09 04:14:23.0,0000,위탁,,위탁,3977.15,0.0,임대,2016-07-26 14:40:21.0,Y,N,127.0271171,37.557906,2013-03-07 09:47:02.0,서울특별시 성동구 행당동 347 행당동,,,,,N
2043,A13611008,길음뉴타운8단지,아파트,서울특별시 성북구 길음로 33,서울,성북구,길음동,길음뉴타운8단지,길음로,33,029095917,0262155919,2186.0,FILE_000000000104185,분양,위탁관리,계단식,개별난방,24.0,1497,삼성물산 주식회사,길음8구역주택재개발정비사업조합,2010-06-30 00:00:00.0,239660.0,120962.0,160844.0,541.0,711.0,245.0,,길음래미안8단지.apti.co.kr,,2026-02-09 04:36:07.0,20982688260,위탁,종합계약,위탁,13838.82,1750.0,의무,2017-01-05 09:32:48.0,Y,N,127.0179788,37.6074358,2013-03-07 09:47:02.0,서울특별시 성북구 길음동 1284,서울특별시 성북구 길음동 1280-4,107.0,,,N
2044,A15876402,신정삼성SH임대,아파트,서울특별시 양천구 신목로 5,서울,양천구,신정동,1278-1,신목로,5,0226549436,0226549456,205.0,,임대,위탁관리,복도식,지역난방,2.0,506,서울주택도시공사,서울주택도시공사,1996-09-10 00:00:00.0,27610.0,16577.0,16577.0,506.0,0.0,0.0,,happy.i-sh.co.kr/main.do?deptid=70104,,2026-02-09 05:15:55.0,117-80-03646,위탁,단일계약,위탁,0.0,177.0,임대,2013-11-13 14:02:14.0,Y,N,126.8762766,37.5171091,2013-03-07 09:47:02.0,서울특별시 양천구 신정동 1278-1,서울특별시 양천구 신정동 281-2,97.0,,,N
2045,A15876401,서울주택도시공사 목동현대B 임대아파트,아파트,서울특별시 양천구 신목로 10,서울,양천구,신정동,1279-1,신목로,10,0226478610,0226535274,,,임대,위탁관리,복도식,지역난방,2.0,564,현대건설,현대건설,1997-07-16 00:00:00.0,31499.0,18477.0,18477.0,564.0,0.0,0.0,,,,2026-02-09 05:15:52.0,117-80-05101-0,위탁,,위탁,0.0,0.0,임대,2013-11-21 09:51:11.0,Y,N,126.8766622,37.5181305,2013-03-07 09:47:02.0,서울특별시 양천구 신정동 1279-1,서울특별시 양천구 신정동 86-2,180.0,,,N
